drug_no,name,source_link,type
D-10715-10,Dầu trắng hiệu cây búa,dav.gov.vn,drug
VD-10715-10,Dầu trắng hiệu cây búa,dav.gov.vn,drug
VD-10715-10,Dầu trắng hiệu cây búa,dav.gov.vn,drug
VD-10715-10,Dầu trắng hiệu cây búa,dav.gov.vn,drug
VD-10715-10,Dầu trắng hiệu Cây Búa,dav.gov.vn,drug
VD-8356-09,Decolgen,dav.gov.vn,drug
VD-9164-09,Decolgen Forte,dav.gov.vn,drug
VD-9164-09,Decolgen Forte,dav.gov.vn,drug
VD-9164-09,Decolgen Forte,dav.gov.vn,drug
VD-9164-09,Decolgen Forte,dav.gov.vn,drug
VD-10855-10,Decolgen ND,dav.gov.vn,drug
VD-10855-10,Decolgen ND,dav.gov.vn,drug
VD-10855-10,Decolgen ND,dav.gov.vn,drug
VD-9164-09,Decongen Forte,dav.gov.vn,drug
VN-13130-11,Augmentin,dav.gov.vn,drug
VN-13130-11,Augmentin SR,dav.gov.vn,drug
"VD-14140-11, VD-14141-11","Ausvair 75, Ausvair 150",dav.gov.vn,drug
VN 12459 - 11,Avamys,dav.gov.vn,drug
VN - 12459 - 11,Avamys,dav.gov.vn,drug
VN - 12459 - 11,Avamys,dav.gov.vn,drug
VN-14740-12,Avarino,dav.gov.vn,drug
"VN-10240,10241-10",Avastin,dav.gov.vn,drug
"VD-8509-09, VD-8510-09",Avastor,dav.gov.vn,drug
VN-6927-08,Avelox,dav.gov.vn,drug
"VN-14008,14009-11",Avelox,dav.gov.vn,drug
VN-9226-09,Avodart,dav.gov.vn,drug
VN-9958-10,Aze-Air,dav.gov.vn,drug
VN-4625-07,Aztor 10 & 20 (Mẫu 1),dav.gov.vn,drug
VN-47103-07,Aztor 10 & 20(Mẫu 2),dav.gov.vn,drug
VN-12685-11,Azukon,dav.gov.vn,drug
VD-5707-08,Bài thạch,dav.gov.vn,drug
VD-5707-08,Bài thạch,dav.gov.vn,drug
VD-5835-08,Bạch hổ hoạt lạc cao,dav.gov.vn,drug
VN - 12464 - 11,Bactroban,dav.gov.vn,drug
VD-16328-12,Bổ gan Hồng Khôi,dav.gov.vn,drug
VD-6245-08,Bổ gan tiêu độc Livsin 94,dav.gov.vn,drug
VD-4498-07,Bổ khƯ thông huyƠt,dav.gov.vn,drug
V11-H12-13,Bổ Tỳ Dứng Cốt Thái Dương,dav.gov.vn,drug
VN - 12574 - 11,Barole 20,dav.gov.vn,drug
VN-13268-11,Barole injection 20mg,dav.gov.vn,drug
VN-13210-11,Bee Imipem,dav.gov.vn,drug
VN-15494-12,Beesencef,dav.gov.vn,drug
VD-7192-09,Benda 500,dav.gov.vn,drug
VN-13780-11,Benzilum,dav.gov.vn,drug
VN-8454-09,Bepanthen Ointment,dav.gov.vn,drug
VN-8454-09,Bepanthen Ointment,dav.gov.vn,drug
VN-8454-09,Bepanthen Ointment,dav.gov.vn,drug
VN-8454-09,Bepanthen Ointment,dav.gov.vn,drug
VN-8454-09,Bepanthen Ointment,dav.gov.vn,drug
VN-12883-11,Berlithion 600 Capsules,dav.gov.vn,drug
VN-12877-11,Berlithion 600 ED,dav.gov.vn,drug
VN-12180-11,Berocca Performance,dav.gov.vn,drug
VN-12180-11,Berocca Performance,dav.gov.vn,drug
VN-12180-11,Berocca Performance,dav.gov.vn,drug
VN-12180-11,Berocca Performance,dav.gov.vn,drug
VN-12180-11,Berocca Performance,dav.gov.vn,drug
VD-4628-08,Beskin,dav.gov.vn,drug
VNB-3644-05,Bột Lợi Sữa,dav.gov.vn,drug
VN-6895-08,Betaloc Zok,dav.gov.vn,drug
VN-6895-08,Betaloc Zok,dav.gov.vn,drug
VN-6895-08,Betaloc Zok 25 & 50mg,dav.gov.vn,drug
VN-6896-08,Betaloc Zok 25 & 50mg,dav.gov.vn,drug
VN-6895-08,Betaloc Zok 25 & 50mg,dav.gov.vn,drug
,Betaserc,dav.gov.vn,drug
"VN-11157-10, VN-11158-10",Canzeal,dav.gov.vn,drug
"VN-11157-10, VN-11158-10",Canzeal,dav.gov.vn,drug
VN-8781-09,Cao thuốc Femendoneal Phụ Lạc Cao,dav.gov.vn,drug
VN-8781-09,Cao thuốc Femendoneal Phụ Lạc Cao,dav.gov.vn,drug
VN-8781-09,Cao thuốc Femendoneal Phụ Lạc Cao,dav.gov.vn,drug
VN-8781-09,Cao thuốc Femendoneal Phụ Lạc Cao,dav.gov.vn,drug
VN - 10003 - 10,Cao trắng cốt chỉ thống xạ hương,dav.gov.vn,drug
VD-12885-10,Cao Ưch mẫu OP.Cim,dav.gov.vn,drug
VD-4966-08,Capsicin gel,dav.gov.vn,drug
VD-10069-10,Captagim,dav.gov.vn,drug
VN - 8160 - 09,Captopril Denk 25,dav.gov.vn,drug
VN-9648-10,Cardilopin,dav.gov.vn,drug
VN1- 496 - 11,Cardioton,dav.gov.vn,drug
VN-7776-09,Cataflam 25,dav.gov.vn,drug
VN-7776-09,Cataflam 50,dav.gov.vn,drug
VN-7776-09,Cataflam 50,dav.gov.vn,drug
VN-7776-09,Cataflam 50,dav.gov.vn,drug
VN-9211-09,Cavinton,dav.gov.vn,drug
VN-6654-08,Cavinton forte,dav.gov.vn,drug
VN-6654-08,Cavinton forte,dav.gov.vn,drug
VN-14051-11,Cebrex,dav.gov.vn,drug
VD-5700-08,Ceelin,dav.gov.vn,drug
VD-5700-08,Ceelin,dav.gov.vn,drug
VN-10712-10,Cefazolin Actavis,dav.gov.vn,drug
VD-14656-11,Cefdinir 300,dav.gov.vn,drug
VD-15012-11,Cefepim,dav.gov.vn,drug
VN-13299-11,Cefobid,dav.gov.vn,drug
VN - 5724 - 08,Cefotaxim for Injection USP 1g,dav.gov.vn,drug
VD-16123-11,Cefpodoxim 100mg,dav.gov.vn,drug
"VD-14912-11, VD-14183-11",Cefpodoxime,dav.gov.vn,drug
VN-13542-11,Ceftazidime Kabi 1g,dav.gov.vn,drug
VD- 15697 - 11,Ceftriiaxone Glomed,dav.gov.vn,drug
VN-13995-11,Celovan,dav.gov.vn,drug
VD-16317-12,Cốm cảm xuyên hương,dav.gov.vn,drug
VN-9244-09,Cốm lạc mạch,dav.gov.vn,drug
VN-9244-09,Cốm lạc mạch,dav.gov.vn,drug
VD-13170-10,Ceminox,dav.gov.vn,drug
VN-13311-11,Cemoxi Inj,dav.gov.vn,drug
VN-15431-12,Cerebrolysin,dav.gov.vn,drug
VN-15431-12,Cerebrolysin,dav.gov.vn,drug
QLVX-0490-12,Cervarix,dav.gov.vn,drug
QLVX-0490-12,Cervarix,dav.gov.vn,drug
VD-10990-10,Cetirizin Boston,dav.gov.vn,drug
VN-6134-08,Cetrotide,dav.gov.vn,drug
VD-14145-11,Cevirflo,dav.gov.vn,drug
VN-14663-12,Champs C with Lysine (Fruity) Chewable Tablet,dav.gov.vn,drug
VD-16400-12,Ch̀ trĩ BTIKG,dav.gov.vn,drug
VN-14213-11,Children' s Tylenol (Mẫu 1),dav.gov.vn,drug
VN-14213-11,Children's tylenol,dav.gov.vn,drug
VN-14213-11,Children's tylenol (Mẫu 2),dav.gov.vn,drug
VN-9148-09,PM Eye Tonic,dav.gov.vn,drug
VN1-681-12,PM KiddieCal (Mẫu 1),dav.gov.vn,drug
VN1-681-12,PM KiddieCal (Mẫu 2),dav.gov.vn,drug
VN1-681-12,PM KiddieCal (Mẫu 3),dav.gov.vn,drug
VN1-681-12,PM KiddieCal (Mẫu 4),dav.gov.vn,drug
VN1-681-12,PM KiddieCal (Mẫu 5),dav.gov.vn,drug
VN1-681-12,PM KIddieCal (Mẫu 6),dav.gov.vn,drug
VN-13573-11,PM Procare,dav.gov.vn,drug
VN-13573-11,PM Procare,dav.gov.vn,drug
VN-14585-12,PM Procare Diamond,dav.gov.vn,drug
VD- 4757 - 08,Pms - Probio,dav.gov.vn,drug
VD-11610-10,Pms-Max-Go lutein,dav.gov.vn,drug
VN-13813-11,pms-Pantoprazole,dav.gov.vn,drug
VD-4757-08,pms-Probio,dav.gov.vn,drug
VD-4757-08,pms-Probio,dav.gov.vn,drug
VD-4757-08,pms-Probio,dav.gov.vn,drug
VD-4757-08,pms-Probio,dav.gov.vn,drug
VN-15959-12,Pneumorel,dav.gov.vn,drug
VN-8706-09,Postinor-2,dav.gov.vn,drug
VN1 - 645 - 12,Pradaxa,dav.gov.vn,drug
VN - 15544 - 12,Praxilen,dav.gov.vn,drug
VD-14578-11,Praxinstad 400,dav.gov.vn,drug
VD- 15607 - 11,Prelone,dav.gov.vn,drug
VD- 15607 - 11,Prelone,dav.gov.vn,drug
VN-13763-11,Preterax,dav.gov.vn,drug
VN-6276-08,Prevomit FT,dav.gov.vn,drug
VN-6276-08,Prevomit FT,dav.gov.vn,drug
VN-4520-07,Procoralan,dav.gov.vn,drug
VN-4521-07,Procoralan,dav.gov.vn,drug
VN - 12926 - 11,Propfol 1% Kabi,dav.gov.vn,drug
VN-7325-08,Prospan cough syrup,dav.gov.vn,drug
VN-5007-07,Protelos,dav.gov.vn,drug
VN-5007-07,Protelos,dav.gov.vn,drug
VD-7336-09,Pycip 500mg,dav.gov.vn,drug
VD-11261-10,Pyme ginmacton F,dav.gov.vn,drug
VD-7338-09/7337-09,Quinacar 5mg/20mg,dav.gov.vn,drug
VD-5417-08,Rabetac 20,dav.gov.vn,drug
QLVX-0229-09,Rabipur,dav.gov.vn,drug
VN - 14555 - 12,Ramprozole,dav.gov.vn,drug
VD-12395-10,Ranbeforte,dav.gov.vn,drug
VN-10154-10,Redcef-DT-100,dav.gov.vn,drug
VN-14061-11,Redgatin,dav.gov.vn,drug
VN-7160-08,Regulon,dav.gov.vn,drug
VD-10654-10,Relafen,dav.gov.vn,drug
VN-11168-10,Renocell,dav.gov.vn,drug
"VN-13120-11, VN-13121-10",Resilo,dav.gov.vn,drug
VN-9818-10,Rexlar,dav.gov.vn,drug
VN-5619-10,Rhinathiol (mẫu 1),dav.gov.vn,drug
VN-6306-08,Rhinathiol (mẫu 2),dav.gov.vn,drug
VN-9369-09,Rhinathiol 5% adults expectorant,dav.gov.vn,drug
VD-14246-11,Bicanma,dav.gov.vn,drug
"VD-1976-06, VD-1975-06",Bidinatec,dav.gov.vn,drug
VD-14680-11,Bidizym,dav.gov.vn,drug
VD-14680-11,Bifehema,dav.gov.vn,drug
VD-5619-08,Bifotirin 1g,dav.gov.vn,drug
VN - 13198 - 11,Bilactam Injection,dav.gov.vn,drug
VD-13334-10,Bilavir,dav.gov.vn,drug
VD-15648-11,Biloba,dav.gov.vn,drug
VD-15376-11,Biloxcin Eye,dav.gov.vn,drug
VN - 14472 - 12,Binexamorin,dav.gov.vn,drug
VN-13508-11,Binexbilalus Granule,dav.gov.vn,drug
VN - 12474 - 11,BinexSelfra Cap,dav.gov.vn,drug
,Biolac,dav.gov.vn,drug
VD-13426-10,Biolactyl,dav.gov.vn,drug
VD-7913-09,Bipisyn,dav.gov.vn,drug
VN-15957-12,Bi-Preterax,dav.gov.vn,drug
VN-5512-10,Biseptol,dav.gov.vn,drug
VD-8511-09,Bisolcor 5,dav.gov.vn,drug
VN-5026-10,Bisoltussin,dav.gov.vn,drug
VN-5026-10,Bisoltussin,dav.gov.vn,drug
VN - 4740 - 07,Bisolvon,dav.gov.vn,drug
VN - 4740 - 07,Bisolvon,dav.gov.vn,drug
VN - 4740 - 07,Bisolvon,dav.gov.vn,drug
VN-4740-07,Bisolvon,dav.gov.vn,drug
VN-4740-07,Bisolvon,dav.gov.vn,drug
VN-5027-10,Bisolvon kids,dav.gov.vn,drug
VN - 5027 - 10,Bisolvon kids,dav.gov.vn,drug
VN-5027-10,Bisolvon kids,dav.gov.vn,drug
VN-5027-10,Bisolvon Kids,dav.gov.vn,drug
VN-5027-10,Bisolvon kids,dav.gov.vn,drug
VN - 5027 - 10,Bisolvon kids,dav.gov.vn,drug
VN - 5027 - 10,Bisolvon kids,dav.gov.vn,drug
VN-14253-11,Bobotic,dav.gov.vn,drug
VN-15813-12,Boneal Cốt Thống Linh,dav.gov.vn,drug
VN-15813-12,Boneal Cốt Thống Linh,dav.gov.vn,drug
VN-15813-12,Boneal Cốt Thống Linh,dav.gov.vn,drug
VN-15813-12,Boneal Cốt Thống Linh,dav.gov.vn,drug
VS-4831-12,Bonpoly,dav.gov.vn,drug
VS-4831-12,Bonpoly,dav.gov.vn,drug
VD-12221-10,Bosmaton,dav.gov.vn,drug
VD-8514-09,Bosmect,dav.gov.vn,drug
VD-8515-09,Bosrontin,dav.gov.vn,drug
VD-8516-09,Bostadin,dav.gov.vn,drug
VD-13772-11,Bostaflam (Mẫu 1),dav.gov.vn,drug
VD-13772-11,Bostaflam (Mẫu 2),dav.gov.vn,drug
VD-8517-09,Bostakan,dav.gov.vn,drug
VD-8518-09,Bostarel 20,dav.gov.vn,drug
VD-8519-09,Bostrypsin,dav.gov.vn,drug
VN-6880-08,Botox,dav.gov.vn,drug
VN-6880-08,Botox,dav.gov.vn,drug
VN-9156-09,Amigold Ijection,dav.gov.vn,drug
VN-13686-11,Amikacin,dav.gov.vn,drug
"VD-11514-10, VD-11513-10",Amikacin Kabi,dav.gov.vn,drug
VD-12656-10,Aminoleban,dav.gov.vn,drug
VD-12656-10,Aminoleban,dav.gov.vn,drug
VD-4487-07,Aminosteril 10%,dav.gov.vn,drug
VN - 15932 - 11,Amiparen,dav.gov.vn,drug
"VD-8506-09, VD-8507-09",Amiride,dav.gov.vn,drug
VN-8748-09,Amlibon 5mg,dav.gov.vn,drug
VN-8748-09,Amlibon 5mg,dav.gov.vn,drug
VD-9344-09,Amloboston 5,dav.gov.vn,drug
VD-14813-11,Amlodipin PMP 5mg,dav.gov.vn,drug
VN-9038-09,Amlotino,dav.gov.vn,drug
VN-13630-11,Ampisid,dav.gov.vn,drug
VN-9436-09,Angelig,dav.gov.vn,drug
VN-9436-09,Angelig,dav.gov.vn,drug
VD-5078-08,Antacil,dav.gov.vn,drug
VD-8508-09,Antaloc,dav.gov.vn,drug
VD-7095-09,Antiofat Herbal,dav.gov.vn,drug
VN-10601-10,Antisolam Tablet,dav.gov.vn,drug
VN-13010-11; VN-12308-11; VN-12309-11,Anzatax Paclitaxel,dav.gov.vn,drug
VN-4145-07,APDrops,dav.gov.vn,drug
VN-15157-12,Apotel,dav.gov.vn,drug
VN-15518-12,Arcalion,dav.gov.vn,drug
VN-10411-10,Arcoxia,dav.gov.vn,drug
VN-15092-12,Arcoxia,dav.gov.vn,drug
VN-10411-10,Arcoxia,dav.gov.vn,drug
VN-10735-10,Arimidex,dav.gov.vn,drug
VN-10735-10,Arimidex,dav.gov.vn,drug
VN-10735-10,Arimidex,dav.gov.vn,drug
VN-10735-10,Arimidex,dav.gov.vn,drug
VN-10735-10,Arimidex,dav.gov.vn,drug
VN-14177-11,Arixtra,dav.gov.vn,drug
Vn - 8859 - 09,Aromasin,dav.gov.vn,drug
VN-5364-08,Artaxim,dav.gov.vn,drug
VD- 13627 - 10,Arthroease,dav.gov.vn,drug
VN-11017-10,Artrodar,dav.gov.vn,drug
VN-5753-08,Aspegic 100mg,dav.gov.vn,drug
VN-11059-10,Atarax,dav.gov.vn,drug
VN-11059-10,Atarax,dav.gov.vn,drug
VN-13704-11,Atasart,dav.gov.vn,drug
"VN-13704-11, VN-13703-11",Atasart tablets,dav.gov.vn,drug
VN-11686-11,Atcoenema,dav.gov.vn,drug
VN - 15704 - 12,Atelec,dav.gov.vn,drug
VN _ 7662 - 09,Atenolol Denk 50,dav.gov.vn,drug
VD-7195-09,Atussin,dav.gov.vn,drug
VD-9907-09,Atussin Siro Ho,dav.gov.vn,drug
VD-4954-08,Augbidil,dav.gov.vn,drug
"VD-14675-11, VD-14676-11",Augbidil,dav.gov.vn,drug
VN-13130-11,Augmentin,dav.gov.vn,drug
VN2-34-13,Votrient,dav.gov.vn,drug
"VN1-688-12, VN1-689-12, VN1-690-12",Vytorin,dav.gov.vn,drug
"VN1-688-12, VN1-689-12, VN1-690-12",Vytorin,dav.gov.vn,drug
VN-9119-09,Wobenzym N,dav.gov.vn,drug
VN-13818-11,Wonsaltan,dav.gov.vn,drug
V277-H12-13,Xương Khớp Nhất Nhất,dav.gov.vn,drug
V277-H12-13,Xương Khớp Nhất Nhất,dav.gov.vn,drug
"VN2-58-13, VN2-57-13",Xarelto,dav.gov.vn,drug
VN - 14355 - 11,Xatral XL 10mg,dav.gov.vn,drug
VN - 14355 - 11,Xatral XL 10mg,dav.gov.vn,drug
VN - 14355 - 11,Xatral XL 10mg,dav.gov.vn,drug
VN-16258-13,Xeloda,dav.gov.vn,drug
VN-16258-13,Xeloda,dav.gov.vn,drug
VN-16258-13,Xeloda 500 mg,dav.gov.vn,drug
VN-8403-09,XyloBalan,dav.gov.vn,drug
VN-5682-10,Xyzal,dav.gov.vn,drug
VN-5682-10,Xyzal,dav.gov.vn,drug
VN-5682-10,Xyzal,dav.gov.vn,drug
VN-5682-10,Xyzal,dav.gov.vn,drug
VN-5682-10,Xyzal,dav.gov.vn,drug
VN-5682-10,Xyzal,dav.gov.vn,drug
VN-5682-10,Xyzal,dav.gov.vn,drug
VN-5682-10,Xyzal,dav.gov.vn,drug
VN-5682-10,Xyzal,dav.gov.vn,drug
VN - 15729 - 12,Yaz,dav.gov.vn,drug
VD-9734-09,ích mẫu,dav.gov.vn,drug
VD-9734-09,ích mẫu,dav.gov.vn,drug
VD-9734-09,ích mẫu,dav.gov.vn,drug
VN-13202-11,YuhanAntiphlamine s Lotion,dav.gov.vn,drug
VN-13202-11,YuhanAntiphlamineS,dav.gov.vn,drug
VN-14334-11,Yuyugrel,dav.gov.vn,drug
VN-7722-09,ZANEDIP,dav.gov.vn,drug
VN-10262-10,Zeffix Tablets,dav.gov.vn,drug
GC-0182-12,Zentel,dav.gov.vn,drug
VN-10706-10,Zinacef,dav.gov.vn,drug
VD-13505-10,Zinc-Kid,dav.gov.vn,drug
VD-17376-12,Zinenutri,dav.gov.vn,drug
"VN-102606-10, VN-5372-10, VN-10261-10, VN-9663-10",Zinnat,dav.gov.vn,drug
"VN-10260-10, VN-5372-10, VN-10261-10, VN-9663-10",Zinnat,dav.gov.vn,drug
"VN-10260-10, VN-5372-10, VN-10261-10, VN-9663-10",Zinnat,dav.gov.vn,drug
"VN-10260-10, VN-5372-10, VN-12061-10, VN-9663-10",Zinnat,dav.gov.vn,drug
"VN-10260-10, VN-5372-10, VN-10261-10, VN-9663-10",Zinnat,dav.gov.vn,drug
VN-13300-11,Zitromax,dav.gov.vn,drug
VN- 11973 - 11,Zometa,dav.gov.vn,drug
VN-11973-11,Zometa,dav.gov.vn,drug
VN2-147-13,Zytiga,dav.gov.vn,drug
," Shincef (750mg &1,5g)",dav.gov.vn,drug
V1663-H12-10,Đại tràng hoàn Bà Giằng,dav.gov.vn,drug
V1663-H12-10,Đại tràng hoàn Bà Giằng,dav.gov.vn,drug
V1663-H12-10,Đại tràng hoàn Bà Giằng,dav.gov.vn,drug
V1663-H12-10,Đại tràng hoàn Bà Giằng,dav.gov.vn,drug
VD-16364-12,Acebis,dav.gov.vn,drug
VN-9323-09,Aclasta,dav.gov.vn,drug
VN-9323-09,Aclasta,dav.gov.vn,drug
VN1-439-11,Actemra,dav.gov.vn,drug
VN - 12266- 11,Activline Calcium,dav.gov.vn,drug
VD-15352-11,Actixim,dav.gov.vn,drug
VD-7495-09,"Actixim 125, 250 & 500",dav.gov.vn,drug
VD-10107-10,Acyclovir Boston 200,dav.gov.vn,drug
VN _ 6639 - 08,Acyclovir Denk 200,dav.gov.vn,drug
VN-105754-10,Adalat LA,dav.gov.vn,drug
VN-15543-12,Adant,dav.gov.vn,drug
VD-10053--10,Agicardi,dav.gov.vn,drug
VD-10062-10,Agidopin,dav.gov.vn,drug
VD-13746-11,Agihistin,dav.gov.vn,drug
VD-13750-11,Aginaril,dav.gov.vn,drug
VD-11499-10,Aginolol,dav.gov.vn,drug
VD-10065-10,Agisimva,dav.gov.vn,drug
VD-16108-11,Akedim,dav.gov.vn,drug
VD-11370-10,Alaxan,dav.gov.vn,drug
VD-11370-10,Alaxan,dav.gov.vn,drug
VD-11370-10,Alaxan,dav.gov.vn,drug
VD-11370-10,Alaxan,dav.gov.vn,drug
VD-11370-10,Alaxan,dav.gov.vn,drug
VD-11370-10,Alaxan,dav.gov.vn,drug
VD-11370-10,Alaxan,dav.gov.vn,drug
VD-11370-10,Alaxan,dav.gov.vn,drug
VD-11370-10,Alaxan,dav.gov.vn,drug
VD-11370-10,Alaxan,dav.gov.vn,drug
VN-10965-10,Alaxime 750,dav.gov.vn,drug
VN-5381-10,Albutein,dav.gov.vn,drug
VN-8876-09,"Aldrin 1,5g",dav.gov.vn,drug
VN-13469-11,Aloxi,dav.gov.vn,drug
VN-5577-10,Alpacaltrol,dav.gov.vn,drug
VD-12586-10,Alphachymotrypsin Doren (mẫu 1),dav.gov.vn,drug
VD-12586-10,Alphachymotrypsin Doren (mẫu 2),dav.gov.vn,drug
VD- 14855 - 11,Alphachymotrypsin Eloge,dav.gov.vn,drug
VN-51868-08,Alphagan P,dav.gov.vn,drug
VD-5904-08,Alphaton-G,dav.gov.vn,drug
VN-13812-11,Alpovic 250mg,dav.gov.vn,drug
VN-13812-11,Alpovic 250mg,dav.gov.vn,drug
VN-9910-10,Aluvia,dav.gov.vn,drug
VN-6298-08,Amaryl (Mẫu 1),dav.gov.vn,drug
VN-8879-09,Amaryl (Mẫu 2),dav.gov.vn,drug
VN-8878-09,Amaryl (Mẫu 3),dav.gov.vn,drug
VN-8879-09,Amaryl (Mẫu 4),dav.gov.vn,drug
VN-8878-09,Amaryl (Mẫu 5),dav.gov.vn,drug
VN-6298-08,Amaryl (Mẫu 6),dav.gov.vn,drug
VD-8505-09,Ambroxol BOSTON,dav.gov.vn,drug
VN-13095-11,Amigold 10%,dav.gov.vn,drug
V275-H12-13,Tai BiƠn Nhất Nhất,dav.gov.vn,drug
VN-13845-11,Tamidan,dav.gov.vn,drug
VN-16289-13,Tanakan (mẫu 1),dav.gov.vn,drug
VN-16289-13,Tanakan (mẫu 2),dav.gov.vn,drug
VN-16289-13,Tanakan (mẫu 3),dav.gov.vn,drug
VN-13231-11,Tanatril,dav.gov.vn,drug
"VN-13231-11, VN-13230-11",Tanatril,dav.gov.vn,drug
VN-13231-11,Tanatril,dav.gov.vn,drug
VN-13230-11,Tanatril,dav.gov.vn,drug
VD-13678-10,Tanganil,dav.gov.vn,drug
VN-11870-11,Tarceva,dav.gov.vn,drug
VN-8827-09,Taximmed,dav.gov.vn,drug
VN-5557-08,Tebantin,dav.gov.vn,drug
VN-12648-11,Telfast BD,dav.gov.vn,drug
VN-12649-11,Telfast HD,dav.gov.vn,drug
VN-12649-11,Telfast HD,dav.gov.vn,drug
VN-12649-11,Telfast HD,dav.gov.vn,drug
VN-12649-11,Telfast HD,dav.gov.vn,drug
VN-12649-11,Telfast HD,dav.gov.vn,drug
VN-12649-11,Telfast HD (mẫu 1),dav.gov.vn,drug
VN-12649-11,Telfast HD (mẫu 2),dav.gov.vn,drug
VN-13241-11,Tensiber,dav.gov.vn,drug
VN-14091-12,Terbisil,dav.gov.vn,drug
VD-10636-10,Terpin Mekong,dav.gov.vn,drug
VN-16832-13,Terpine gonnon,dav.gov.vn,drug
VD-14243-11,Tervit H,dav.gov.vn,drug
VD-14243-11,Tervit H,dav.gov.vn,drug
VD-16836-12,"Tetracain  0,5%",dav.gov.vn,drug
VN-11749-11,Tevagrel,dav.gov.vn,drug
VN-5055-10,Tevanolol,dav.gov.vn,drug
VN-13531-11,Tevaprolol,dav.gov.vn,drug
VN-12253-11,Tevatova,dav.gov.vn,drug
VN2-99-13,Tevir,dav.gov.vn,drug
V832-H12-10,Thăng trĩ Nam Dược,dav.gov.vn,drug
VN-9380-09,Thông Tâm Lạc,dav.gov.vn,drug
V87-H12-13,Thông xoang tán Nam Dược,dav.gov.vn,drug
V276-H12-13,Thống Phong Nhất Nhất,dav.gov.vn,drug
V276-H12-13,Thống Phong Nhất Nhất,dav.gov.vn,drug
VN-15189-12,Thermodol,dav.gov.vn,drug
V580-H12-10,Thuốc Favim (Bạch đáI Xuân Quang),dav.gov.vn,drug
V588-H12-10,Thuốc Favim (Bạch đáI Xuân Quang),dav.gov.vn,drug
VH580-H12-10,Thuốc Favim(Bạch ĐáI Xuân Quang),dav.gov.vn,drug
"V703-H12-10, V20-H12-13",Thuốc hen P/H,dav.gov.vn,drug
V703 - H12 - 10,Thuốc hen P/H (cao lỏng),dav.gov.vn,drug
V20 - H12 - 13,Thuốc hen P/H (viên hoàn),dav.gov.vn,drug
V1390-H12-10,Thuốc ho Bảo Thanh,dav.gov.vn,drug
V1390-H12-10,Thuốc ho Bảo Thanh,dav.gov.vn,drug
V167-H12-13,Thuốc ho bổ phƠ Hoa Việt,dav.gov.vn,drug
"V187-H12-10, V253-H12-10",Thuốc ho bổ phƠ Trường bách diệp,dav.gov.vn,drug
VN - H12 - 13,Thuốc ho bổ phƠ viên ngậm,dav.gov.vn,drug
"VN-8711-09, VN-8712-09",Seretide Accuhaler,dav.gov.vn,drug
VN - 8710 -09,Seretide Accuhaler,dav.gov.vn,drug
VN-15447-12,Seretide Accuhaler,dav.gov.vn,drug
VN-15447-12,Seretide Accuhaler,dav.gov.vn,drug
"VN-8711-09, VN-8712-09",Seretide Evohaler,dav.gov.vn,drug
,Seretide Evohaler,dav.gov.vn,drug
VN - 15447 - 12,Seretide Evohaler,dav.gov.vn,drug
VN-9914-10,Sevorane,dav.gov.vn,drug
VN-9914-10,Sevorane,dav.gov.vn,drug
VD- 17755 - 12,Shinfemax,dav.gov.vn,drug
VD-18526-13,Shinpoong Rosiden S,dav.gov.vn,drug
VD- 11452 - 10,Si ro thuốc Eugica,dav.gov.vn,drug
VN-14217-11,Sibelium,dav.gov.vn,drug
VN-15736-12,Sifrol ER,dav.gov.vn,drug
VD- 1514 - 11,Silycap,dav.gov.vn,drug
VN - 14765 - 12,Simpla,dav.gov.vn,drug
VD-8754-09,Simvastatin Savi 20,dav.gov.vn,drug
VN1-711-12,Sindoxplatin,dav.gov.vn,drug
"VN-15095-12, VN-14266-11, VN-14267-11",Singulair (NSX: UK),dav.gov.vn,drug
VN-15094-12,Singulair (NSX: USA),dav.gov.vn,drug
VN1-670-12,Sintopozid,dav.gov.vn,drug
VN-14924-12,Siofor,dav.gov.vn,drug
VN-14012-11,Siofor,dav.gov.vn,drug
V60-H12-13,Sirnakarang,dav.gov.vn,drug
VD-11452-10,Siro thuốc Eugica,dav.gov.vn,drug
VD-11452-10,Siro thuốc Eugica,dav.gov.vn,drug
VD-11452-10,Siro thuốc Eugica,dav.gov.vn,drug
VD-11452-10,Siro thuốc Eugica,dav.gov.vn,drug
VD-11452-10,Siro thuốc Eugica,dav.gov.vn,drug
VD-17044-12,Sismyodine,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-9460-10,Smecta,dav.gov.vn,drug
VN-16163-13,Somargen,dav.gov.vn,drug
VN-7434-09,Somatin,dav.gov.vn,drug
VD-16183-12,Sotrapharnotalzin,dav.gov.vn,drug
